,HFUEL,HHFAMINC,HOMEOWN,HHSIZE,YOUNGCHILD,HHVEHCNT,URBRUR,HTPPOPDN,PRICE,PLACE,R_AGE_IMP,R_SEX_IMP,EDUC,R_RACE,GT1JBLWK,OCCAT,CARSHARE,TIMETOWK,YEARMILE,VEHAGE
43374,0,1,0.0,1.0,0.0,0.0,1,1,2.0,2.0,23,0,4.0,1.0,1,2.0,0,6.0,3000.0,2.0
43380,0,5,1.0,2.0,0.0,1.0,1,2,4.0,4.0,47,0,4.0,1.0,0,4.0,0,25.0,9000.0,1.0
43398,0,3,1.0,1.0,0.0,1.0,0,5,2.0,4.0,37,1,3.0,1.0,0,1.0,0,15.0,6000.0,2.0
43408,0,3,1.0,1.0,0.0,1.0,1,2,2.0,4.0,52,0,5.0,1.0,0,4.0,0,50.0,19000.0,2.0
43413,0,3,1.0,1.0,0.0,2.0,1,6,1.0,2.0,50,0,4.0,2.0,0,4.0,0,15.0,16000.0,3.0
43416,0,2,0.0,7.0,0.0,2.0,1,3,1.0,1.0,50,0,2.0,1.0,0,2.0,0,5.0,4000.0,2.0
43423,0,2,1.0,1.0,0.0,2.0,1,2,3.0,3.0,62,0,3.0,1.0,0,4.0,0,25.0,15000.0,1.0
43428,0,3,1.0,1.0,0.0,1.0,1,2,2.0,1.0,65,0,5.0,1.0,0,2.0,0,17.0,12000.0,3.0
43467,0,2,1.0,3.0,0.0,1.0,1,6,2.0,1.0,48,1,3.0,1.0,0,4.0,0,7.0,15000.0,1.0
43505,0,5,1.0,3.0,0.0,4.0,1,4,2.0,3.0,71,1,3.0,1.0,0,4.0,0,12.0,8000.0,3.0
43506,0,5,1.0,1.0,0.0,0.0,1,4,3.0,1.0,47,1,5.0,3.0,0,4.0,1,25.0,10000.0,1.0
43548,0,2,0.0,3.0,1.0,2.0,1,6,2.0,3.0,43,1,4.0,1.0,0,4.0,0,50.0,28000.0,2.0
43554,0,5,0.0,2.0,0.0,2.0,1,1,2.0,2.0,38,1,4.0,1.0,0,4.0,0,15.0,11500.0,2.0
43555,0,3,1.0,1.0,0.0,1.0,1,5,2.0,4.0,34,0,4.0,1.0,0,2.0,0,20.0,10000.0,3.0
43587,0,3,1.0,5.0,1.0,3.0,1,6,3.0,4.0,66,1,3.0,1.0,0,4.0,0,45.0,10000.0,3.0
43701,0,2,1.0,2.0,0.0,2.0,1,5,1.0,2.0,42,0,3.0,1.0,0,4.0,0,20.0,12500.0,1.0
43738,0,2,1.0,1.0,0.0,1.0,1,4,3.0,2.0,27,1,2.0,1.0,0,1.0,0,45.0,13242.0,2.0
43743,0,3,1.0,2.0,0.0,2.0,1,5,4.0,2.0,50,1,3.0,1.0,0,4.0,0,5.0,10000.0,1.0
43758,0,2,1.0,3.0,0.0,2.0,1,3,1.0,1.0,32,0,3.0,1.0,0,4.0,0,40.0,15000.0,3.0
43765,0,3,1.0,2.0,0.0,2.0,1,4,2.0,2.0,54,0,4.0,1.0,0,4.0,0,18.0,10000.0,1.0
43782,0,3,0.0,1.0,0.0,1.0,0,1,2.0,2.0,62,0,2.0,2.0,0,3.0,0,10.0,6000.0,3.0
43792,0,5,1.0,4.0,0.0,2.0,1,1,2.0,2.0,21,1,3.0,1.0,0,4.0,0,5.0,1400.0,1.0
43807,0,2,1.0,2.0,0.0,2.0,1,1,4.0,3.0,21,1,3.0,1.0,0,1.0,0,10.0,10000.0,1.0
43808,0,2,1.0,3.0,0.0,1.0,1,1,2.0,3.0,22,1,3.0,1.0,0,3.0,0,15.0,20000.0,3.0
43856,0,5,1.0,3.0,0.0,4.0,1,2,2.0,3.0,59,0,3.0,1.0,0,4.0,0,20.0,4500.0,3.0
43870,0,2,1.0,1.0,0.0,1.0,1,4,2.0,4.0,29,1,4.0,3.0,0,2.0,0,80.0,6500.0,1.0
43901,0,4,1.0,1.0,0.0,1.0,1,7,3.0,3.0,37,0,4.0,1.0,1,3.0,0,20.0,10000.0,3.0
43904,0,5,1.0,2.0,0.0,3.0,0,6,2.0,3.0,63,1,5.0,1.0,0,4.0,0,9.0,23000.0,2.0
43911,0,5,1.0,1.0,0.0,1.0,1,1,5.0,5.0,49,0,3.0,1.0,0,4.0,0,5.0,12000.0,1.0
43920,1,4,1.0,1.0,0.0,1.0,0,5,1.0,2.0,63,1,3.0,2.0,1,4.0,0,12.0,50000.0,2.0
43935,1,3,1.0,2.0,0.0,4.0,1,3,2.0,3.0,28,1,2.0,1.0,0,3.0,0,15.0,20000.0,3.0
43937,0,5,0.0,3.0,0.0,0.0,1,3,3.0,1.0,58,1,5.0,1.0,0,4.0,0,30.0,16000.0,1.0
43946,0,5,0.0,2.0,0.0,2.0,1,2,5.0,4.0,55,0,2.0,1.0,0,2.0,0,10.0,8000.0,2.0
43983,0,3,1.0,3.0,0.0,6.0,1,4,1.0,2.0,55,0,3.0,1.0,1,4.0,0,30.0,20000.0,2.0
43986,0,5,1.0,3.0,1.0,2.0,1,1,2.0,2.0,34,0,4.0,1.0,0,4.0,0,60.0,18000.0,3.0
43990,0,1,1.0,2.0,0.0,3.0,1,1,1.0,2.0,25,1,3.0,7.0,0,1.0,0,60.0,0.0,1.0
44002,0,5,1.0,2.0,0.0,4.0,1,1,4.0,4.0,50,0,3.0,1.0,0,4.0,0,20.0,0.0,1.0
44019,0,2,1.0,1.0,0.0,1.0,1,2,4.0,4.0,38,1,3.0,1.0,0,3.0,0,5.0,20000.0,1.0
44026,0,5,1.0,2.0,0.0,3.0,1,4,2.0,1.0,49,0,5.0,1.0,0,4.0,0,35.0,14000.0,3.0
44038,0,4,1.0,2.0,0.0,3.0,1,1,2.0,2.0,66,0,4.0,1.0,0,4.0,0,90.0,39000.0,2.0
44092,0,3,1.0,2.0,0.0,1.0,0,1,4.0,4.0,45,0,4.0,7.0,0,1.0,0,10.0,12000.0,3.0
44125,0,2,0.0,2.0,0.0,2.0,0,4,4.0,4.0,54,0,3.0,1.0,0,2.0,0,4.0,5000.0,3.0
44136,0,3,1.0,2.0,0.0,2.0,1,5,1.0,2.0,34,1,5.0,1.0,0,4.0,0,7.0,9000.0,3.0
44142,0,5,1.0,1.0,0.0,1.0,1,2,2.0,3.0,35,0,5.0,1.0,0,4.0,0,27.0,16000.0,3.0
44203,0,3,1.0,2.0,0.0,3.0,1,5,3.0,3.0,56,0,3.0,2.0,0,2.0,0,45.0,12000.0,3.0
44223,0,3,1.0,2.0,0.0,6.0,1,6,5.0,3.0,25,0,4.0,1.0,0,4.0,0,10.0,5000.0,1.0
44228,0,3,0.0,1.0,0.0,1.0,1,5,5.0,1.0,62,0,3.0,1.0,0,4.0,0,7.0,5000.0,2.0
44231,0,3,1.0,2.0,0.0,2.0,1,1,2.0,2.0,36,0,4.0,1.0,0,4.0,0,2.0,15000.0,1.0
44236,0,5,0.0,2.0,0.0,2.0,1,2,3.0,2.0,38,1,4.0,1.0,0,4.0,0,22.0,13000.0,1.0
44237,0,5,1.0,2.0,0.0,2.0,1,3,4.0,2.0,54,0,4.0,1.0,0,4.0,0,40.0,12000.0,2.0
44244,0,3,1.0,1.0,0.0,1.0,0,3,3.0,3.0,37,0,5.0,1.0,0,4.0,0,30.0,15000.0,1.0
44250,0,5,1.0,2.0,0.0,2.0,1,3,4.0,4.0,39,0,4.0,3.0,0,4.0,0,20.0,12000.0,2.0
44257,0,4,1.0,3.0,0.0,3.0,0,1,1.0,4.0,49,1,2.0,1.0,0,4.0,0,15.0,13000.0,2.0
44310,0,1,1.0,2.0,0.0,2.0,1,4,4.0,4.0,54,0,3.0,1.0,0,3.0,0,20.0,4500.0,1.0
44318,0,5,1.0,1.0,0.0,1.0,1,6,4.0,3.0,79,1,3.0,1.0,0,4.0,0,25.0,7200.0,2.0
44363,0,5,1.0,3.0,0.0,1.0,1,5,2.0,2.0,57,0,3.0,1.0,0,1.0,0,80.0,12000.0,2.0
44403,0,2,1.0,2.0,0.0,2.0,1,6,4.0,4.0,24,1,2.0,1.0,0,1.0,0,5.0,7000.0,1.0
44489,0,5,0.0,1.0,0.0,0.0,1,4,5.0,3.0,41,1,5.0,5.0,0,4.0,0,35.0,20000.0,2.0
44535,0,3,1.0,3.0,0.0,2.0,1,6,4.0,4.0,40,0,5.0,2.0,0,4.0,0,0.0,15000.0,1.0
44549,0,3,1.0,1.0,0.0,1.0,1,2,2.0,2.0,49,1,3.0,1.0,0,4.0,0,10.0,2330.0,3.0
44572,0,3,1.0,3.0,0.0,7.0,1,6,1.0,3.0,31,0,4.0,2.0,0,1.0,0,45.0,8000.0,2.0
44591,0,3,1.0,3.0,0.0,3.0,1,2,2.0,4.0,61,1,3.0,1.0,0,3.0,0,25.0,10000.0,2.0
44670,0,5,0.0,1.0,0.0,1.0,1,1,1.0,1.0,38,1,4.0,1.0,0,4.0,0,35.0,28000.0,2.0
44674,0,5,1.0,2.0,0.0,3.0,1,3,2.0,2.0,45,1,4.0,1.0,0,4.0,0,1.0,15000.0,3.0
44689,0,5,1.0,3.0,0.0,3.0,1,1,3.0,4.0,60,0,4.0,1.0,0,2.0,0,15.0,12000.0,2.0
44712,0,4,1.0,2.0,0.0,2.0,0,3,1.0,2.0,48,1,4.0,1.0,0,4.0,0,30.0,10000.0,2.0
44715,0,1,1.0,4.0,2.0,2.0,1,2,4.0,4.0,31,1,2.0,1.0,0,1.0,0,5.0,20000.0,3.0
44717,0,3,1.0,1.0,0.0,1.0,1,4,3.0,2.0,62,1,2.0,1.0,0,3.0,0,10.0,10000.0,3.0
44722,0,5,0.0,1.0,0.0,1.0,1,2,4.0,3.0,64,1,3.0,1.0,0,1.0,0,25.0,15000.0,2.0
44739,0,4,1.0,5.0,0.0,3.0,1,4,1.0,1.0,41,0,3.0,1.0,0,4.0,0,12.0,9000.0,1.0
44793,0,2,0.0,1.0,0.0,1.0,1,1,5.0,5.0,56,1,5.0,1.0,0,4.0,0,30.0,24000.0,1.0
44827,0,2,1.0,4.0,0.0,1.0,1,5,2.0,2.0,64,1,2.0,1.0,0,1.0,0,13.0,16000.0,2.0
44836,0,4,1.0,2.0,0.0,4.0,1,4,4.0,4.0,34,1,5.0,1.0,0,4.0,0,15.0,8000.0,1.0
44885,1,5,1.0,2.0,0.0,5.0,1,6,4.0,4.0,31,1,5.0,1.0,0,4.0,0,55.0,13000.0,2.0
44889,0,1,1.0,3.0,1.0,2.0,1,4,4.0,3.0,43,0,2.0,2.0,0,1.0,0,20.0,1000.0,2.0
44897,0,5,1.0,2.0,0.0,2.0,1,2,1.0,2.0,57,0,5.0,1.0,0,4.0,0,15.0,15000.0,2.0
44938,0,5,1.0,2.0,0.0,2.0,1,4,2.0,2.0,35,1,5.0,1.0,0,4.0,0,8.0,15000.0,1.0
44997,0,3,1.0,2.0,0.0,1.0,1,6,1.0,2.0,25,1,3.0,6.0,1,1.0,0,10.0,20000.0,1.0
45002,0,5,1.0,1.0,0.0,1.0,1,1,4.0,3.0,84,1,4.0,1.0,0,2.0,0,20.0,2800.0,2.0
45019,0,3,1.0,1.0,0.0,1.0,0,2,4.0,2.0,48,1,3.0,1.0,0,1.0,0,15.0,11000.0,3.0
45051,0,1,1.0,4.0,0.0,2.0,1,2,4.0,4.0,48,1,2.0,7.0,0,3.0,0,30.0,12000.0,2.0
45095,0,1,1.0,2.0,0.0,2.0,0,7,1.0,3.0,26,1,5.0,3.0,0,4.0,0,15.0,5000.0,2.0
45097,0,4,1.0,2.0,0.0,4.0,0,2,1.0,2.0,62,0,5.0,1.0,1,4.0,0,12.0,12000.0,3.0
45109,0,5,0.0,1.0,0.0,0.0,1,5,1.0,2.0,39,0,4.0,1.0,0,2.0,0,15.0,10000.0,2.0
45139,0,2,1.0,2.0,0.0,2.0,1,5,2.0,3.0,32,1,5.0,3.0,1,4.0,0,20.0,9000.0,1.0
45140,0,5,0.0,1.0,0.0,1.0,1,5,5.0,4.0,57,1,5.0,1.0,0,4.0,0,45.0,15000.0,2.0
45203,0,5,0.0,1.0,0.0,1.0,0,4,3.0,2.0,41,0,5.0,1.0,0,4.0,0,50.0,10000.0,2.0
45204,0,5,1.0,2.0,0.0,2.0,0,4,2.0,2.0,40,1,4.0,1.0,0,4.0,0,30.0,10000.0,2.0
45211,0,3,1.0,3.0,0.0,3.0,1,4,1.0,1.0,20,1,3.0,2.0,0,3.0,0,3.0,3000.0,1.0
45225,0,5,0.0,2.0,0.0,1.0,1,1,1.0,3.0,56,1,2.0,1.0,0,3.0,0,20.0,12000.0,2.0
45235,0,1,1.0,1.0,0.0,1.0,1,1,4.0,4.0,22,0,2.0,2.0,0,1.0,0,15.0,40000.0,2.0
45285,0,5,1.0,1.0,0.0,2.0,1,7,3.0,3.0,60,1,3.0,1.0,0,4.0,0,35.0,20000.0,2.0
45290,0,4,1.0,3.0,0.0,5.0,1,1,4.0,2.0,49,1,3.0,1.0,0,4.0,0,9.0,9000.0,3.0
45309,0,3,1.0,3.0,0.0,3.0,1,2,4.0,4.0,30,1,3.0,3.0,1,4.0,0,15.0,15000.0,3.0
45355,0,5,1.0,7.0,1.0,3.0,1,4,4.0,3.0,28,0,5.0,1.0,0,4.0,0,7.0,6000.0,2.0
45432,0,5,1.0,2.0,0.0,3.0,1,1,1.0,1.0,49,0,4.0,6.0,0,4.0,0,30.0,6000.0,2.0
45460,0,3,0.0,5.0,0.0,0.0,1,5,4.0,2.0,66,1,4.0,1.0,0,1.0,0,45.0,0.0,3.0
45493,0,3,1.0,3.0,0.0,3.0,1,2,2.0,3.0,55,0,3.0,1.0,0,4.0,0,15.0,7000.0,2.0
45514,0,3,1.0,2.0,0.0,2.0,1,1,2.0,3.0,56,0,3.0,1.0,0,4.0,0,25.0,9000.0,2.0
45540,0,5,1.0,1.0,0.0,1.0,1,4,3.0,3.0,60,1,3.0,1.0,0,4.0,0,15.0,15000.0,1.0
45552,0,4,1.0,2.0,0.0,2.0,1,5,5.0,2.0,24,1,2.0,1.0,0,4.0,0,20.0,10000.0,1.0
45556,0,4,0.0,2.0,0.0,1.0,1,1,1.0,2.0,58,0,4.0,1.0,0,4.0,1,40.0,30000.0,3.0
45567,0,5,1.0,2.0,0.0,2.0,1,2,3.0,3.0,54,1,4.0,1.0,0,4.0,0,15.0,10000.0,1.0
45586,0,2,1.0,1.0,0.0,1.0,1,4,3.0,3.0,30,0,4.0,1.0,0,4.0,0,20.0,20000.0,2.0
45596,0,5,1.0,4.0,2.0,2.0,1,5,2.0,2.0,39,0,5.0,1.0,0,4.0,0,30.0,1350.0,2.0
45614,0,4,1.0,2.0,0.0,1.0,1,4,3.0,2.0,32,1,4.0,1.0,0,4.0,0,15.0,12000.0,3.0
45680,0,1,0.0,2.0,0.0,1.0,1,1,3.0,2.0,20,0,2.0,1.0,0,4.0,0,20.0,200.0,1.0
45716,0,4,1.0,1.0,0.0,1.0,1,1,2.0,1.0,37,1,3.0,1.0,0,3.0,0,10.0,6000.0,3.0
45806,0,5,0.0,1.0,0.0,1.0,1,6,3.0,3.0,58,0,5.0,1.0,0,1.0,0,30.0,12000.0,3.0
45813,0,2,1.0,2.0,0.0,3.0,1,6,5.0,5.0,51,0,3.0,1.0,1,1.0,0,30.0,10000.0,2.0
45832,0,5,1.0,3.0,0.0,4.0,0,3,4.0,4.0,53,1,5.0,1.0,0,4.0,0,20.0,12000.0,2.0
45841,0,5,0.0,2.0,0.0,2.0,1,3,4.0,2.0,32,0,4.0,1.0,0,4.0,0,14.0,10000.0,3.0
45846,0,3,0.0,1.0,0.0,1.0,1,5,1.0,2.0,32,0,4.0,1.0,1,1.0,0,20.0,4500.0,1.0
45883,0,2,0.0,2.0,0.0,1.0,0,2,2.0,2.0,64,0,3.0,5.0,0,4.0,0,20.0,8600.0,2.0
45922,0,2,1.0,4.0,0.0,5.0,0,1,1.0,2.0,59,1,4.0,1.0,0,2.0,0,35.0,12000.0,2.0
45927,0,1,1.0,2.0,0.0,2.0,1,1,2.0,3.0,58,0,2.0,2.0,0,1.0,0,60.0,0.0,2.0
45939,0,2,1.0,1.0,0.0,1.0,1,4,5.0,5.0,60,0,4.0,7.0,0,1.0,0,30.0,6000.0,1.0
45952,0,5,1.0,2.0,0.0,1.0,1,2,4.0,4.0,30,0,5.0,1.0,0,4.0,0,8.0,10000.0,3.0
45997,0,4,1.0,2.0,0.0,3.0,0,2,1.0,1.0,56,1,3.0,1.0,0,3.0,0,30.0,12000.0,3.0
46013,0,5,1.0,4.0,2.0,2.0,1,2,5.0,5.0,42,1,2.0,1.0,0,3.0,0,6.0,15000.0,2.0
46024,0,2,1.0,2.0,0.0,1.0,1,6,3.0,3.0,23,0,4.0,1.0,1,4.0,0,12.0,50000.0,1.0
46070,0,5,1.0,1.0,0.0,1.0,0,1,1.0,4.0,74,0,4.0,1.0,0,4.0,0,15.0,15000.0,1.0
46127,0,5,1.0,3.0,0.0,1.0,1,5,2.0,3.0,50,0,3.0,1.0,0,4.0,0,35.0,15000.0,1.0
46128,0,5,1.0,4.0,2.0,2.0,1,5,4.0,4.0,53,1,3.0,1.0,0,4.0,0,32.0,18000.0,1.0
46135,0,5,1.0,2.0,0.0,1.0,0,5,3.0,4.0,52,0,5.0,2.0,0,4.0,0,45.0,15000.0,1.0
46191,0,3,0.0,1.0,0.0,0.0,1,6,3.0,3.0,65,1,3.0,1.0,0,3.0,0,20.0,5000.0,1.0
46193,0,2,1.0,3.0,0.0,4.0,1,6,2.0,3.0,28,0,3.0,1.0,0,4.0,0,10.0,4000.0,3.0
46210,0,4,1.0,1.0,0.0,1.0,1,5,2.0,2.0,67,0,4.0,2.0,0,4.0,0,45.0,7000.0,3.0
46265,0,3,0.0,2.0,0.0,2.0,1,2,4.0,4.0,32,0,5.0,1.0,0,4.0,0,40.0,20000.0,3.0
46298,0,2,1.0,5.0,0.0,7.0,0,4,1.0,2.0,56,0,5.0,1.0,0,2.0,0,30.0,10000.0,3.0
46318,0,1,1.0,2.0,0.0,2.0,1,7,4.0,4.0,77,0,4.0,1.0,1,4.0,0,20.0,1300.0,2.0
46319,0,3,1.0,2.0,0.0,2.0,1,4,5.0,4.0,58,0,5.0,1.0,0,4.0,0,10.0,10000.0,3.0
46346,0,5,1.0,1.0,0.0,1.0,1,4,3.0,3.0,60,0,5.0,1.0,0,4.0,0,30.0,5000.0,3.0
46392,0,2,1.0,1.0,0.0,1.0,1,6,5.0,5.0,56,0,3.0,1.0,0,2.0,0,20.0,5000.0,2.0
46399,0,4,1.0,4.0,0.0,3.0,1,1,2.0,2.0,40,1,5.0,1.0,0,4.0,0,50.0,15000.0,1.0
46407,0,5,0.0,2.0,0.0,0.0,1,5,1.0,4.0,52,0,3.0,2.0,0,1.0,0,40.0,10000.0,2.0
46411,1,2,1.0,7.0,0.0,2.0,1,6,1.0,2.0,40,0,3.0,1.0,0,4.0,0,30.0,10000.0,1.0
46430,0,3,1.0,1.0,0.0,2.0,0,3,4.0,2.0,48,1,4.0,1.0,0,4.0,0,8.0,10000.0,2.0
46442,0,3,1.0,2.0,0.0,1.0,1,1,3.0,4.0,55,0,3.0,2.0,0,1.0,0,35.0,21000.0,3.0
46457,0,5,1.0,1.0,0.0,1.0,1,7,4.0,4.0,27,1,3.0,1.0,0,2.0,0,45.0,2000.0,2.0
46483,0,5,1.0,4.0,0.0,2.0,1,2,4.0,2.0,40,1,5.0,2.0,0,4.0,0,20.0,10000.0,3.0
46510,0,3,1.0,2.0,0.0,2.0,1,5,2.0,3.0,61,1,3.0,1.0,0,3.0,0,15.0,22000.0,3.0
46513,0,3,0.0,2.0,0.0,3.0,1,3,2.0,2.0,32,1,3.0,2.0,0,3.0,0,30.0,10000.0,3.0
46519,0,3,1.0,2.0,0.0,2.0,1,1,4.0,3.0,58,0,4.0,1.0,1,4.0,0,15.0,15000.0,3.0
46529,0,1,1.0,3.0,0.0,4.0,1,6,3.0,3.0,55,0,1.0,1.0,0,3.0,0,30.0,6540.0,2.0
46565,0,5,1.0,3.0,0.0,4.0,1,1,5.0,5.0,28,0,4.0,1.0,0,1.0,0,12.0,8000.0,3.0
46568,0,5,1.0,1.0,0.0,1.0,0,5,2.0,3.0,58,1,3.0,1.0,0,4.0,0,25.0,20000.0,1.0
46582,0,5,1.0,2.0,0.0,2.0,1,2,5.0,5.0,54,0,5.0,1.0,1,4.0,0,35.0,10000.0,1.0
46589,0,3,0.0,2.0,0.0,1.0,1,4,3.0,3.0,49,1,4.0,1.0,0,4.0,0,15.0,5500.0,2.0
46600,0,5,0.0,1.0,0.0,1.0,1,3,4.0,4.0,62,0,5.0,1.0,0,4.0,0,50.0,30000.0,2.0
46629,0,5,1.0,2.0,0.0,2.0,1,4,2.0,3.0,61,1,5.0,1.0,0,4.0,0,15.0,8000.0,3.0
46712,0,5,1.0,2.0,1.0,1.0,0,6,5.0,5.0,57,1,4.0,1.0,0,4.0,0,75.0,20000.0,3.0
46769,0,4,1.0,2.0,0.0,2.0,1,1,2.0,3.0,37,0,3.0,1.0,0,2.0,0,15.0,8000.0,1.0
46773,1,2,1.0,2.0,0.0,2.0,1,3,4.0,4.0,34,1,3.0,1.0,0,1.0,0,12.0,13000.0,3.0
46788,0,4,1.0,2.0,0.0,4.0,1,2,2.0,3.0,38,1,2.0,1.0,0,4.0,0,20.0,3000.0,3.0
46815,1,4,1.0,3.0,0.0,5.0,1,5,2.0,2.0,39,1,5.0,1.0,0,4.0,0,5.0,20000.0,3.0
46821,0,4,1.0,2.0,0.0,3.0,1,1,4.0,4.0,25,1,4.0,7.0,0,4.0,0,60.0,5000.0,1.0
46827,0,5,1.0,2.0,0.0,3.0,1,3,1.0,3.0,45,1,5.0,1.0,0,4.0,0,5.0,15000.0,2.0
46884,0,4,1.0,3.0,0.0,1.0,1,5,1.0,1.0,56,1,3.0,1.0,0,4.0,0,50.0,10000.0,3.0
46894,0,5,0.0,2.0,0.0,2.0,1,1,1.0,3.0,31,0,3.0,1.0,0,3.0,0,45.0,25000.0,3.0
46924,0,5,1.0,2.0,0.0,2.0,1,2,2.0,3.0,40,1,4.0,1.0,0,4.0,0,40.0,30000.0,2.0
46925,0,5,1.0,4.0,0.0,5.0,1,6,2.0,3.0,40,0,4.0,1.0,0,2.0,0,15.0,12000.0,2.0
46926,0,5,1.0,2.0,0.0,2.0,1,4,1.0,2.0,18,1,2.0,1.0,0,1.0,0,20.0,5000.0,3.0
46940,0,5,1.0,3.0,0.0,5.0,1,2,2.0,3.0,36,1,3.0,1.0,0,4.0,0,7.0,20000.0,1.0
46952,0,2,1.0,2.0,0.0,5.0,1,5,4.0,2.0,86,1,4.0,1.0,0,1.0,0,7.0,18000.0,1.0
46966,0,4,0.0,6.0,1.0,4.0,0,2,2.0,1.0,62,0,3.0,1.0,1,2.0,0,18.0,26000.0,3.0
46970,0,2,1.0,2.0,0.0,2.0,1,6,3.0,2.0,59,0,1.0,1.0,0,1.0,0,20.0,100.0,1.0
47003,0,2,1.0,2.0,0.0,2.0,1,2,2.0,4.0,30,0,4.0,1.0,0,4.0,0,15.0,12000.0,1.0
47019,0,5,1.0,2.0,0.0,1.0,1,5,4.0,4.0,45,1,5.0,1.0,0,4.0,0,20.0,0.0,2.0
47036,0,5,1.0,1.0,0.0,1.0,0,2,4.0,3.0,16,0,1.0,1.0,0,1.0,0,20.0,1000.0,2.0
47062,0,4,0.0,1.0,0.0,0.0,0,5,2.0,2.0,48,0,3.0,7.0,0,2.0,0,40.0,13000.0,2.0
47078,0,5,0.0,3.0,1.0,1.0,1,1,1.0,2.0,32,1,3.0,1.0,0,3.0,0,20.0,15000.0,1.0
47100,0,5,1.0,5.0,0.0,2.0,1,2,2.0,3.0,57,0,5.0,1.0,0,4.0,0,40.0,16500.0,2.0
47103,0,3,1.0,2.0,0.0,3.0,1,2,3.0,3.0,31,1,5.0,1.0,0,4.0,0,15.0,3000.0,1.0
47114,0,3,0.0,2.0,0.0,2.0,1,2,3.0,2.0,48,1,3.0,1.0,0,4.0,0,20.0,9000.0,2.0
47129,0,5,1.0,4.0,0.0,2.0,1,3,5.0,3.0,66,0,5.0,1.0,1,4.0,0,50.0,20000.0,3.0
47178,0,5,1.0,1.0,0.0,1.0,1,2,2.0,3.0,50,0,5.0,1.0,0,4.0,0,50.0,18000.0,3.0
47180,0,5,1.0,1.0,0.0,1.0,1,2,1.0,1.0,56,0,5.0,1.0,0,4.0,0,80.0,28000.0,3.0
47238,0,5,1.0,1.0,0.0,1.0,0,4,2.0,4.0,38,0,5.0,2.0,0,4.0,0,35.0,25000.0,1.0
47242,0,4,1.0,2.0,0.0,4.0,1,6,2.0,2.0,55,1,3.0,1.0,0,4.0,0,35.0,10000.0,2.0
47264,0,4,1.0,2.0,0.0,2.0,1,2,4.0,4.0,31,1,4.0,1.0,1,4.0,0,15.0,6000.0,3.0
47277,0,5,1.0,2.0,0.0,2.0,0,2,2.0,2.0,54,0,3.0,1.0,0,1.0,0,35.0,15000.0,3.0
47334,0,2,1.0,2.0,0.0,1.0,1,6,2.0,1.0,54,0,5.0,1.0,0,4.0,0,25.0,12000.0,2.0
47379,0,5,0.0,2.0,0.0,2.0,1,6,2.0,4.0,51,0,3.0,2.0,0,2.0,0,25.0,7000.0,2.0
47435,0,2,0.0,1.0,0.0,1.0,1,4,1.0,1.0,63,0,2.0,1.0,0,1.0,0,20.0,14000.0,3.0
47438,0,5,1.0,2.0,0.0,4.0,1,4,3.0,3.0,50,1,3.0,2.0,0,1.0,0,12.0,15000.0,1.0
47488,0,5,1.0,2.0,0.0,2.0,1,1,4.0,3.0,33,1,4.0,1.0,0,4.0,0,16.0,9000.0,3.0
47529,0,5,0.0,2.0,0.0,2.0,1,2,4.0,4.0,69,1,5.0,1.0,0,4.0,0,2.0,12000.0,3.0
47532,0,4,1.0,2.0,0.0,5.0,0,7,1.0,3.0,38,1,4.0,1.0,0,4.0,0,40.0,10000.0,3.0
47542,0,1,1.0,2.0,0.0,2.0,1,1,1.0,2.0,56,1,5.0,1.0,0,3.0,0,15.0,40000.0,3.0
47554,0,3,0.0,5.0,0.0,3.0,1,3,3.0,3.0,56,1,4.0,1.0,0,1.0,0,25.0,12000.0,3.0
47563,0,4,1.0,2.0,0.0,2.0,0,6,4.0,4.0,47,1,3.0,1.0,0,3.0,0,15.0,25000.0,3.0
47586,0,5,1.0,2.0,0.0,2.0,0,6,4.0,4.0,54,0,4.0,3.0,1,4.0,0,45.0,20000.0,3.0
47598,0,5,0.0,2.0,0.0,1.0,1,1,4.0,2.0,24,0,4.0,1.0,0,1.0,0,55.0,18000.0,1.0
47603,0,3,1.0,1.0,0.0,1.0,0,5,1.0,2.0,48,0,4.0,1.0,0,4.0,0,25.0,10000.0,3.0
47694,0,4,0.0,1.0,0.0,1.0,1,4,5.0,5.0,42,1,5.0,1.0,0,4.0,0,20.0,15000.0,3.0
47702,0,5,0.0,2.0,0.0,1.0,1,5,1.0,1.0,55,1,5.0,1.0,0,4.0,0,80.0,30000.0,1.0
47734,0,4,1.0,1.0,0.0,1.0,1,6,3.0,3.0,56,1,2.0,1.0,0,4.0,0,5.0,3000.0,1.0
47772,0,5,1.0,2.0,0.0,3.0,1,3,3.0,2.0,58,0,3.0,1.0,0,2.0,0,40.0,15000.0,1.0
47774,0,5,1.0,1.0,0.0,2.0,1,2,1.0,3.0,21,0,3.0,1.0,0,1.0,0,10.0,16000.0,2.0
47786,0,5,1.0,1.0,0.0,1.0,1,6,3.0,3.0,53,1,5.0,1.0,0,4.0,0,45.0,12000.0,3.0
47832,0,5,1.0,2.0,0.0,2.0,1,3,4.0,3.0,51,0,2.0,1.0,0,4.0,0,15.0,12000.0,2.0
47837,0,5,1.0,2.0,0.0,2.0,1,1,2.0,2.0,67,0,4.0,1.0,0,1.0,0,30.0,12000.0,3.0
