,HFUEL,HHFAMINC,HOMEOWN,HHSIZE,YOUNGCHILD,HHVEHCNT,URBRUR,HTPPOPDN,PRICE,PLACE,R_AGE_IMP,R_SEX_IMP,EDUC,R_RACE,GT1JBLWK,OCCAT,CARSHARE,TIMETOWK,YEARMILE,VEHAGE
73859,0,3,1.0,5.0,0.0,4.0,1,2,2.0,2.0,32,1,4.0,3.0,0,4.0,0,10.0,12000.0,2.0
73901,0,3,1.0,2.0,0.0,2.0,1,1,5.0,5.0,65,1,4.0,1.0,0,1.0,0,5.0,30000.0,2.0
73902,0,3,1.0,2.0,0.0,2.0,1,1,3.0,3.0,32,1,3.0,1.0,0,1.0,0,30.0,7500.0,2.0
73913,0,4,1.0,2.0,0.0,3.0,1,6,5.0,5.0,26,1,2.0,1.0,0,1.0,0,5.0,10000.0,3.0
73917,0,5,1.0,1.0,0.0,1.0,1,6,2.0,3.0,45,1,3.0,1.0,0,4.0,0,75.0,30000.0,3.0
73929,0,1,1.0,2.0,0.0,4.0,0,1,4.0,4.0,64,1,2.0,1.0,0,1.0,0,20.0,12000.0,1.0
73961,0,3,1.0,1.0,0.0,1.0,0,2,5.0,4.0,52,0,4.0,1.0,0,4.0,0,25.0,12000.0,2.0
73968,0,4,1.0,2.0,0.0,3.0,1,2,4.0,2.0,30,0,4.0,1.0,0,1.0,0,15.0,4000.0,1.0
73969,0,4,1.0,6.0,0.0,2.0,1,2,3.0,3.0,31,1,2.0,1.0,0,3.0,0,6.0,38000.0,1.0
74006,0,5,0.0,1.0,0.0,1.0,1,6,2.0,3.0,44,1,5.0,3.0,0,4.0,1,25.0,7500.0,3.0
74056,0,2,1.0,1.0,0.0,1.0,0,2,1.0,2.0,41,0,3.0,2.0,1,4.0,0,30.0,12000.0,1.0
74066,0,4,0.0,1.0,0.0,1.0,1,1,1.0,1.0,59,0,5.0,2.0,0,4.0,0,20.0,15000.0,3.0
74069,0,5,0.0,1.0,0.0,1.0,1,5,2.0,3.0,26,1,4.0,1.0,0,1.0,0,15.0,15000.0,1.0
74070,0,3,1.0,2.0,0.0,2.0,1,5,1.0,1.0,27,0,3.0,1.0,0,4.0,0,15.0,13000.0,2.0
74071,0,3,1.0,2.0,0.0,3.0,1,5,5.0,5.0,28,1,3.0,1.0,0,4.0,0,7.0,30000.0,1.0
74073,0,4,1.0,1.0,0.0,1.0,1,1,1.0,1.0,62,0,4.0,1.0,0,1.0,0,18.0,12500.0,2.0
74094,0,4,1.0,5.0,1.0,3.0,1,1,2.0,4.0,40,1,4.0,1.0,0,4.0,0,40.0,12000.0,3.0
74123,0,5,1.0,3.0,1.0,3.0,1,2,4.0,4.0,61,1,3.0,1.0,0,3.0,0,9.0,200000.0,2.0
74139,0,3,1.0,1.0,0.0,1.0,0,1,4.0,3.0,59,1,5.0,3.0,0,4.0,0,50.0,28000.0,3.0
74141,0,5,1.0,1.0,0.0,1.0,1,1,3.0,3.0,31,0,5.0,1.0,0,4.0,0,30.0,10000.0,3.0
74167,0,5,1.0,2.0,0.0,2.0,1,6,2.0,3.0,36,1,4.0,1.0,0,4.0,0,40.0,26000.0,2.0
74168,0,5,1.0,2.0,0.0,2.0,1,4,3.0,2.0,36,0,5.0,1.0,0,4.0,0,40.0,15000.0,1.0
74190,0,5,1.0,4.0,0.0,2.0,1,5,4.0,3.0,68,0,4.0,1.0,0,2.0,0,20.0,5000.0,3.0
74214,0,5,1.0,2.0,0.0,2.0,1,4,4.0,4.0,59,1,4.0,1.0,0,1.0,0,15.0,15000.0,2.0
74221,0,5,0.0,2.0,0.0,2.0,1,1,3.0,2.0,55,0,4.0,1.0,0,4.0,0,25.0,14000.0,3.0
74270,0,2,1.0,3.0,0.0,4.0,1,3,3.0,4.0,48,1,3.0,1.0,0,4.0,0,45.0,17000.0,1.0
74278,0,4,0.0,1.0,0.0,1.0,1,8,1.0,2.0,19,1,2.0,1.0,1,1.0,0,30.0,30000.0,1.0
74300,0,3,1.0,2.0,0.0,2.0,1,6,3.0,3.0,71,1,2.0,1.0,0,1.0,0,15.0,8000.0,1.0
74331,0,5,1.0,1.0,0.0,1.0,1,1,2.0,2.0,63,0,5.0,1.0,0,4.0,0,30.0,12000.0,1.0
74367,0,5,1.0,2.0,0.0,5.0,1,5,4.0,3.0,51,1,4.0,1.0,0,4.0,0,10.0,15000.0,3.0
74382,0,5,1.0,2.0,0.0,2.0,1,5,4.0,4.0,28,1,4.0,6.0,0,4.0,0,25.0,200.0,2.0
74390,0,5,1.0,1.0,0.0,1.0,1,6,2.0,3.0,57,1,2.0,1.0,1,4.0,0,20.0,20000.0,3.0
74399,0,5,1.0,2.0,0.0,2.0,1,4,4.0,4.0,61,1,3.0,1.0,0,3.0,0,20.0,13000.0,3.0
74476,0,3,0.0,2.0,0.0,1.0,1,8,5.0,5.0,61,1,3.0,1.0,0,4.0,0,15.0,8000.0,3.0
74480,1,5,1.0,1.0,0.0,1.0,1,6,5.0,1.0,62,1,5.0,1.0,0,4.0,0,5.0,8000.0,3.0
74481,0,5,1.0,3.0,1.0,1.0,1,2,3.0,2.0,61,0,5.0,1.0,0,4.0,0,5.0,10000.0,3.0
74504,0,2,1.0,2.0,0.0,2.0,1,2,3.0,3.0,24,1,3.0,4.0,0,3.0,0,45.0,2500.0,2.0
74508,0,5,1.0,2.0,0.0,2.0,1,6,4.0,2.0,50,0,4.0,1.0,0,2.0,0,10.0,6500.0,2.0
74511,0,3,1.0,3.0,0.0,2.0,1,5,3.0,2.0,44,0,5.0,1.0,0,4.0,0,8.0,6000.0,1.0
74537,0,4,1.0,1.0,0.0,1.0,1,6,4.0,2.0,61,0,5.0,1.0,0,4.0,0,15.0,10000.0,2.0
74541,0,5,1.0,4.0,0.0,3.0,0,3,1.0,2.0,38,1,5.0,1.0,0,4.0,0,30.0,2000.0,1.0
74543,0,5,1.0,4.0,0.0,4.0,1,3,1.0,1.0,63,1,5.0,1.0,0,4.0,0,12.0,18000.0,2.0
74549,0,4,1.0,2.0,0.0,5.0,0,4,3.0,2.0,64,0,4.0,1.0,0,4.0,0,35.0,11000.0,3.0
74558,0,3,1.0,1.0,0.0,3.0,1,2,1.0,1.0,72,0,3.0,1.0,0,2.0,0,20.0,10000.0,3.0
74560,0,1,1.0,1.0,0.0,1.0,1,8,3.0,3.0,48,0,2.0,1.0,0,3.0,0,15.0,8400.0,3.0
74583,0,4,0.0,3.0,1.0,4.0,0,2,3.0,3.0,26,1,5.0,1.0,0,4.0,0,25.0,8000.0,1.0
74584,0,4,1.0,2.0,0.0,2.0,1,4,2.0,2.0,30,1,4.0,2.0,0,4.0,0,30.0,12000.0,3.0
74596,0,3,1.0,2.0,0.0,4.0,1,1,1.0,3.0,76,1,5.0,1.0,0,4.0,0,14.0,5800.0,3.0
74599,0,2,1.0,2.0,0.0,3.0,1,2,2.0,2.0,44,1,4.0,1.0,0,4.0,0,5.0,5000.0,1.0
74622,0,5,1.0,2.0,0.0,2.0,1,4,2.0,3.0,36,0,5.0,1.0,0,4.0,0,15.0,1000.0,2.0
74627,0,2,1.0,3.0,1.0,2.0,1,3,2.0,3.0,29,1,4.0,6.0,0,4.0,0,15.0,20000.0,1.0
74635,0,5,1.0,2.0,0.0,1.0,1,6,4.0,4.0,56,1,5.0,1.0,0,4.0,0,25.0,15000.0,3.0
74636,0,5,0.0,1.0,0.0,0.0,1,6,1.0,1.0,24,1,4.0,1.0,0,1.0,0,8.0,12000.0,2.0
74666,0,5,1.0,3.0,0.0,3.0,1,1,2.0,2.0,57,0,4.0,1.0,0,4.0,0,20.0,10000.0,2.0
74671,0,5,1.0,2.0,0.0,3.0,1,1,2.0,2.0,35,1,5.0,3.0,0,4.0,0,15.0,5000.0,2.0
74709,0,5,1.0,1.0,0.0,1.0,1,6,1.0,1.0,18,1,3.0,1.0,0,1.0,0,8.0,7500.0,3.0
74716,0,5,1.0,2.0,0.0,4.0,1,8,4.0,3.0,43,0,4.0,1.0,0,4.0,0,25.0,15000.0,1.0
74717,0,5,0.0,3.0,0.0,1.0,1,1,1.0,1.0,45,1,3.0,3.0,0,4.0,0,25.0,18000.0,3.0
74726,0,5,1.0,2.0,0.0,2.0,1,4,3.0,4.0,58,0,5.0,1.0,0,4.0,0,30.0,17000.0,1.0
74751,0,5,1.0,2.0,0.0,2.0,0,1,3.0,4.0,40,0,5.0,7.0,0,2.0,0,30.0,7000.0,1.0
74793,0,3,1.0,2.0,0.0,2.0,1,1,2.0,2.0,45,1,3.0,1.0,0,1.0,0,3.0,3000.0,1.0
74841,0,2,1.0,2.0,0.0,2.0,1,4,1.0,2.0,43,1,3.0,1.0,0,3.0,0,11.0,15000.0,2.0
74847,0,5,1.0,2.0,0.0,1.0,1,1,2.0,2.0,66,0,2.0,1.0,0,1.0,0,45.0,18000.0,3.0
74896,0,5,1.0,2.0,0.0,3.0,1,5,3.0,4.0,48,1,5.0,3.0,0,4.0,0,60.0,15000.0,1.0
74903,0,5,1.0,4.0,0.0,2.0,0,2,2.0,3.0,39,1,3.0,1.0,0,4.0,0,105.0,20000.0,1.0
74916,1,5,1.0,2.0,0.0,2.0,1,5,2.0,2.0,65,0,3.0,1.0,0,1.0,0,15.0,9000.0,1.0
74936,0,2,1.0,3.0,0.0,1.0,1,1,2.0,4.0,34,1,4.0,1.0,0,4.0,0,30.0,40000.0,2.0
74943,0,5,1.0,1.0,0.0,1.0,0,1,2.0,2.0,55,1,4.0,1.0,0,4.0,0,20.0,20000.0,2.0
74951,0,5,1.0,2.0,0.0,4.0,0,5,2.0,2.0,35,0,4.0,1.0,0,3.0,0,45.0,16000.0,1.0
75002,0,4,1.0,1.0,0.0,2.0,1,1,2.0,2.0,32,0,4.0,1.0,0,4.0,0,30.0,10000.0,2.0
75011,0,5,1.0,2.0,0.0,1.0,1,2,2.0,2.0,64,0,4.0,1.0,0,2.0,0,20.0,11000.0,3.0
75079,0,5,1.0,5.0,0.0,3.0,1,6,4.0,5.0,75,1,4.0,1.0,0,4.0,0,30.0,30000.0,1.0
75080,0,5,1.0,2.0,0.0,2.0,1,6,2.0,2.0,60,0,3.0,1.0,0,2.0,0,30.0,15000.0,1.0
75093,0,5,0.0,1.0,0.0,1.0,0,4,5.0,5.0,24,0,4.0,1.0,0,4.0,1,25.0,50.0,3.0
75095,0,5,0.0,1.0,0.0,1.0,1,7,4.0,1.0,71,1,5.0,1.0,1,4.0,0,6.0,8000.0,2.0
75108,0,4,0.0,2.0,0.0,2.0,1,6,2.0,2.0,61,1,3.0,1.0,0,3.0,0,240.0,50000.0,3.0
75121,0,5,1.0,1.0,0.0,1.0,0,6,1.0,1.0,54,0,5.0,1.0,0,4.0,0,40.0,11000.0,1.0
75125,0,4,1.0,4.0,0.0,6.0,1,4,1.0,3.0,28,0,4.0,1.0,0,4.0,0,17.0,4000.0,3.0
75126,0,4,1.0,2.0,0.0,2.0,1,2,2.0,3.0,29,0,4.0,1.0,0,4.0,0,21.0,4500.0,1.0
75127,0,5,1.0,3.0,0.0,3.0,0,6,5.0,3.0,56,0,5.0,1.0,0,4.0,0,25.0,15000.0,1.0
75130,0,1,1.0,1.0,0.0,1.0,1,2,2.0,2.0,68,0,4.0,4.0,0,4.0,0,15.0,5000.0,2.0
75159,0,4,1.0,3.0,0.0,3.0,1,1,2.0,4.0,44,1,4.0,1.0,0,4.0,0,25.0,12000.0,3.0
75203,0,4,1.0,2.0,0.0,2.0,1,5,3.0,3.0,53,1,3.0,1.0,0,4.0,0,10.0,3000.0,2.0
75219,1,3,1.0,1.0,0.0,3.0,0,2,3.0,3.0,38,1,4.0,1.0,0,4.0,0,10.0,15000.0,3.0
75272,0,5,1.0,7.0,0.0,4.0,1,1,3.0,1.0,28,1,5.0,1.0,1,4.0,0,15.0,20000.0,1.0
75273,0,5,1.0,2.0,0.0,2.0,1,1,5.0,5.0,27,0,4.0,1.0,0,4.0,0,15.0,15000.0,2.0
75280,0,5,1.0,2.0,0.0,5.0,1,2,1.0,1.0,32,1,3.0,1.0,0,4.0,0,20.0,8000.0,3.0
75331,0,5,1.0,2.0,0.0,3.0,1,3,2.0,2.0,64,1,4.0,1.0,0,4.0,0,15.0,5000.0,2.0
75351,0,2,1.0,2.0,0.0,2.0,0,4,5.0,5.0,54,1,1.0,1.0,0,4.0,0,10.0,7440.0,1.0
75354,0,3,1.0,2.0,0.0,4.0,1,1,4.0,4.0,54,1,3.0,3.0,0,3.0,0,15.0,7300.0,2.0
75400,0,5,1.0,1.0,0.0,1.0,1,5,1.0,1.0,42,0,2.0,1.0,0,4.0,0,15.0,8000.0,1.0
75401,0,5,1.0,1.0,0.0,3.0,1,2,2.0,2.0,54,1,4.0,1.0,0,4.0,0,13.0,25000.0,2.0
75416,0,1,0.0,4.0,1.0,3.0,1,1,2.0,3.0,40,1,2.0,7.0,0,1.0,0,15.0,100000.0,1.0
75422,0,4,1.0,1.0,0.0,1.0,1,5,2.0,2.0,52,1,3.0,1.0,0,4.0,0,15.0,13000.0,1.0
75446,0,3,1.0,2.0,0.0,2.0,1,2,4.0,4.0,51,1,2.0,1.0,0,4.0,0,25.0,7200.0,1.0
75475,0,4,0.0,2.0,0.0,1.0,1,6,1.0,2.0,51,1,4.0,1.0,0,4.0,0,45.0,10000.0,1.0
75505,0,5,1.0,1.0,0.0,3.0,0,4,4.0,4.0,48,0,4.0,1.0,0,1.0,0,20.0,12000.0,3.0
75513,0,2,0.0,1.0,0.0,1.0,1,2,2.0,3.0,60,0,4.0,1.0,0,4.0,0,17.0,10000.0,1.0
75534,0,2,1.0,4.0,0.0,7.0,1,5,2.0,3.0,55,0,3.0,1.0,1,4.0,0,7.0,700.0,1.0
75541,0,5,1.0,2.0,0.0,3.0,1,3,4.0,4.0,38,1,5.0,1.0,0,4.0,0,12.0,8000.0,3.0
75554,0,4,1.0,2.0,0.0,2.0,1,6,1.0,3.0,62,1,4.0,1.0,0,1.0,0,60.0,20000.0,1.0
75580,0,5,1.0,3.0,0.0,4.0,0,1,3.0,3.0,64,0,5.0,1.0,0,4.0,0,30.0,6000.0,3.0
75604,0,3,1.0,2.0,0.0,3.0,1,2,1.0,3.0,36,1,2.0,2.0,0,3.0,0,20.0,10000.0,3.0
75618,0,1,1.0,3.0,1.0,3.0,0,8,2.0,4.0,18,1,2.0,2.0,0,1.0,0,20.0,1000.0,2.0
75640,0,5,1.0,2.0,0.0,2.0,1,3,4.0,4.0,43,0,3.0,1.0,0,4.0,0,20.0,12000.0,1.0
75662,0,5,0.0,1.0,0.0,1.0,1,2,4.0,3.0,42,1,5.0,1.0,0,4.0,0,60.0,10000.0,3.0
75691,0,5,1.0,2.0,0.0,2.0,1,2,4.0,2.0,54,0,2.0,1.0,0,2.0,0,2.0,10000.0,3.0
75701,0,3,0.0,4.0,1.0,2.0,1,5,1.0,1.0,52,1,2.0,1.0,1,1.0,0,15.0,15000.0,3.0
75727,0,4,1.0,3.0,0.0,2.0,1,5,2.0,2.0,56,0,3.0,1.0,0,1.0,0,20.0,8000.0,1.0
75773,0,5,1.0,10.0,2.0,5.0,1,1,1.0,1.0,44,1,3.0,1.0,0,4.0,0,25.0,30000.0,1.0
75774,0,5,1.0,5.0,0.0,2.0,1,1,2.0,2.0,40,0,5.0,1.0,0,4.0,0,20.0,30000.0,1.0
75810,0,3,0.0,1.0,0.0,1.0,1,2,2.0,3.0,79,0,2.0,1.0,0,1.0,0,40.0,2500.0,2.0
75811,0,4,1.0,2.0,0.0,2.0,1,1,2.0,2.0,47,0,3.0,1.0,0,2.0,0,300.0,15000.0,1.0
75818,0,5,1.0,2.0,0.0,2.0,0,1,4.0,4.0,63,1,4.0,1.0,0,4.0,0,20.0,10000.0,2.0
75824,0,3,1.0,1.0,0.0,1.0,1,7,3.0,4.0,25,1,2.0,1.0,0,1.0,0,15.0,12000.0,3.0
75834,0,1,1.0,2.0,1.0,1.0,0,4,4.0,4.0,51,1,3.0,1.0,0,4.0,0,45.0,45000.0,2.0
75852,0,3,0.0,1.0,0.0,1.0,1,4,1.0,2.0,39,1,2.0,2.0,0,3.0,0,8.0,200000.0,1.0
75905,0,3,1.0,5.0,0.0,7.0,1,2,5.0,3.0,32,1,5.0,1.0,0,1.0,0,30.0,2000.0,3.0
75907,0,2,1.0,2.0,0.0,2.0,0,2,5.0,4.0,42,1,3.0,7.0,0,1.0,0,50.0,16000.0,3.0
75908,0,2,0.0,1.0,0.0,1.0,0,6,2.0,3.0,42,0,3.0,1.0,0,1.0,0,25.0,16000.0,1.0
75910,0,1,1.0,2.0,0.0,1.0,1,6,4.0,4.0,48,0,2.0,1.0,0,1.0,0,15.0,3500.0,1.0
75940,0,4,1.0,4.0,0.0,3.0,1,1,1.0,1.0,31,1,4.0,1.0,0,4.0,0,45.0,15000.0,1.0
75962,0,5,1.0,2.0,0.0,2.0,1,6,5.0,5.0,47,1,5.0,1.0,0,4.0,0,30.0,50000.0,2.0
75963,0,5,1.0,1.0,0.0,1.0,1,6,4.0,3.0,42,0,4.0,1.0,0,2.0,0,30.0,34000.0,2.0
75969,0,4,1.0,2.0,0.0,2.0,0,4,2.0,4.0,28,0,5.0,1.0,0,4.0,0,25.0,40000.0,3.0
76008,0,5,0.0,1.0,0.0,1.0,1,1,2.0,2.0,56,1,5.0,1.0,0,1.0,0,72.0,25000.0,3.0
76009,0,5,1.0,2.0,0.0,2.0,1,2,4.0,3.0,57,0,5.0,1.0,0,4.0,0,9.0,5200.0,3.0
76010,0,5,1.0,1.0,0.0,1.0,1,2,5.0,2.0,20,0,3.0,1.0,0,4.0,0,3.0,3500.0,3.0
76023,0,1,0.0,1.0,0.0,1.0,1,5,3.0,3.0,60,0,3.0,1.0,0,3.0,0,15.0,10000.0,3.0
76035,0,4,1.0,2.0,0.0,2.0,1,5,2.0,2.0,54,1,3.0,1.0,0,3.0,0,10.0,10000.0,2.0
76095,0,4,1.0,2.0,0.0,5.0,1,6,4.0,4.0,52,0,2.0,1.0,0,2.0,0,40.0,10000.0,2.0
76099,0,1,1.0,2.0,0.0,2.0,1,6,2.0,4.0,35,0,2.0,1.0,0,2.0,0,23.0,7056.0,1.0
76122,0,5,0.0,1.0,0.0,1.0,0,4,3.0,3.0,43,1,2.0,3.0,0,3.0,0,17.0,5000.0,3.0
76135,0,2,1.0,2.0,0.0,2.0,1,2,3.0,2.0,59,1,5.0,1.0,0,1.0,0,15.0,15000.0,3.0
76139,0,3,1.0,8.0,4.0,1.0,1,5,1.0,3.0,42,1,4.0,2.0,0,1.0,0,45.0,12000.0,2.0
76152,0,3,1.0,1.0,0.0,2.0,1,5,1.0,1.0,33,1,3.0,1.0,0,4.0,0,10.0,8000.0,2.0
76158,0,2,1.0,3.0,0.0,2.0,1,2,5.0,2.0,75,1,3.0,1.0,0,4.0,0,12.0,10000.0,2.0
76174,0,2,1.0,2.0,0.0,4.0,1,4,5.0,5.0,59,1,2.0,2.0,0,1.0,0,15.0,15000.0,1.0
76182,0,4,0.0,1.0,0.0,0.0,1,2,2.0,3.0,38,1,3.0,1.0,1,2.0,0,32.0,18000.0,3.0
76195,0,5,0.0,1.0,0.0,1.0,0,7,2.0,2.0,53,0,5.0,1.0,0,4.0,0,35.0,13000.0,1.0
76248,0,2,1.0,2.0,0.0,2.0,1,2,4.0,3.0,43,0,3.0,1.0,0,2.0,0,28.0,7100.0,3.0
76251,0,5,1.0,3.0,0.0,2.0,1,2,1.0,1.0,52,1,5.0,1.0,0,4.0,0,40.0,15000.0,3.0
76271,0,3,1.0,3.0,0.0,5.0,1,1,2.0,2.0,29,0,3.0,1.0,0,4.0,0,30.0,20000.0,3.0
76285,0,4,1.0,2.0,0.0,2.0,0,2,3.0,3.0,27,0,5.0,1.0,0,4.0,0,10.0,10000.0,3.0
76299,0,1,1.0,3.0,0.0,2.0,1,2,5.0,5.0,41,1,3.0,2.0,1,3.0,0,15.0,6000.0,3.0
76307,0,5,1.0,2.0,0.0,2.0,0,5,2.0,3.0,49,1,4.0,7.0,0,4.0,0,10.0,5000.0,2.0
76327,0,4,0.0,2.0,0.0,1.0,0,1,3.0,3.0,44,1,5.0,2.0,0,4.0,0,20.0,8000.0,3.0
76330,0,5,0.0,1.0,0.0,0.0,1,5,4.0,3.0,38,1,5.0,2.0,0,4.0,0,60.0,20000.0,2.0
76375,0,5,1.0,2.0,0.0,2.0,1,1,4.0,3.0,46,1,5.0,1.0,0,4.0,0,8.0,6000.0,2.0
76387,0,2,1.0,2.0,0.0,3.0,1,5,4.0,2.0,48,1,3.0,1.0,0,3.0,0,20.0,8500.0,2.0
76394,0,5,0.0,2.0,0.0,1.0,1,5,2.0,3.0,29,1,4.0,1.0,0,1.0,0,30.0,12000.0,1.0
76409,0,5,1.0,1.0,0.0,2.0,1,1,1.0,1.0,54,0,2.0,1.0,0,4.0,0,10.0,7000.0,1.0
76423,0,4,1.0,1.0,0.0,1.0,0,6,2.0,3.0,46,1,5.0,1.0,0,1.0,0,15.0,1500.0,1.0
76425,0,3,0.0,1.0,0.0,1.0,1,2,1.0,2.0,54,1,4.0,1.0,0,3.0,0,70.0,10545.0,3.0
76458,0,5,1.0,2.0,0.0,2.0,1,6,3.0,3.0,76,1,5.0,1.0,0,4.0,0,180.0,20000.0,3.0
76473,0,2,1.0,1.0,0.0,2.0,1,2,2.0,4.0,25,0,3.0,7.0,1,2.0,0,35.0,14000.0,2.0
76483,0,2,1.0,3.0,0.0,10.0,1,6,3.0,3.0,59,1,2.0,2.0,0,1.0,0,1.0,1500.0,3.0
76502,0,5,1.0,3.0,0.0,2.0,1,4,4.0,2.0,38,0,4.0,1.0,0,4.0,0,20.0,9000.0,1.0
76514,0,3,1.0,4.0,0.0,4.0,1,5,4.0,5.0,34,1,3.0,6.0,0,4.0,1,30.0,20000.0,2.0
76519,0,5,0.0,1.0,0.0,0.0,1,5,4.0,4.0,53,0,4.0,1.0,0,2.0,0,75.0,55000.0,1.0
76576,0,5,1.0,1.0,0.0,2.0,1,1,1.0,2.0,58,0,3.0,1.0,0,4.0,0,5.0,10000.0,1.0
76600,1,2,1.0,2.0,0.0,1.0,1,1,5.0,5.0,32,1,3.0,6.0,0,3.0,0,30.0,14000.0,3.0
76603,1,5,1.0,2.0,0.0,1.0,1,3,4.0,4.0,57,1,4.0,1.0,0,1.0,0,30.0,26000.0,3.0
76621,0,5,0.0,2.0,0.0,1.0,1,2,3.0,2.0,63,1,4.0,1.0,0,3.0,0,15.0,12000.0,1.0
76622,0,5,1.0,2.0,0.0,2.0,1,6,5.0,5.0,63,0,5.0,1.0,1,4.0,0,35.0,5000.0,2.0
76640,0,3,1.0,1.0,0.0,2.0,1,5,4.0,4.0,23,1,2.0,1.0,0,4.0,0,47.0,21000.0,3.0
76651,0,5,1.0,3.0,1.0,3.0,1,4,4.0,4.0,60,0,5.0,1.0,0,4.0,0,40.0,500.0,1.0
76654,0,3,0.0,2.0,0.0,1.0,0,3,3.0,2.0,74,0,5.0,1.0,0,4.0,0,45.0,10000.0,2.0
76678,0,5,0.0,6.0,2.0,4.0,0,1,2.0,2.0,47,1,2.0,1.0,0,1.0,0,5.0,7000.0,3.0
76684,0,5,1.0,2.0,0.0,1.0,1,5,2.0,1.0,51,1,2.0,1.0,0,4.0,0,17.0,15000.0,1.0
76746,0,5,1.0,1.0,0.0,1.0,1,2,3.0,2.0,57,0,3.0,1.0,0,4.0,0,15.0,6000.0,3.0
76747,0,2,1.0,5.0,1.0,2.0,1,2,1.0,3.0,28,0,3.0,1.0,0,2.0,0,60.0,2430.0,3.0
76773,0,5,0.0,1.0,0.0,1.0,1,1,2.0,2.0,71,1,5.0,1.0,0,4.0,0,25.0,20000.0,1.0
76802,0,3,1.0,2.0,0.0,3.0,1,5,2.0,4.0,35,0,3.0,1.0,0,4.0,0,15.0,10000.0,2.0
76835,0,3,1.0,4.0,0.0,2.0,1,6,5.0,4.0,48,0,2.0,1.0,0,2.0,0,20.0,10000.0,3.0
76840,0,3,0.0,2.0,0.0,2.0,1,4,2.0,3.0,60,0,3.0,1.0,0,2.0,0,25.0,7000.0,3.0
76847,0,4,1.0,2.0,0.0,3.0,1,2,2.0,2.0,55,0,3.0,1.0,0,4.0,0,10.0,10000.0,2.0
76871,0,2,1.0,1.0,0.0,1.0,0,1,4.0,3.0,52,0,2.0,1.0,0,1.0,0,6.0,8000.0,2.0
76878,0,5,1.0,4.0,0.0,5.0,1,3,2.0,2.0,39,0,3.0,1.0,0,2.0,0,30.0,8500.0,2.0
76880,0,1,0.0,4.0,0.0,2.0,1,5,4.0,3.0,21,0,2.0,1.0,0,1.0,0,6.0,5000.0,1.0
76913,0,5,1.0,1.0,0.0,1.0,1,3,3.0,2.0,48,0,5.0,1.0,0,4.0,0,20.0,20000.0,3.0
76920,0,5,1.0,1.0,0.0,1.0,0,5,1.0,3.0,47,0,5.0,2.0,0,4.0,0,75.0,20000.0,3.0
76923,0,5,1.0,2.0,0.0,1.0,1,6,5.0,3.0,49,1,5.0,1.0,0,4.0,0,35.0,22000.0,1.0
76971,0,2,0.0,1.0,0.0,0.0,1,4,1.0,1.0,53,1,3.0,1.0,0,3.0,0,15.0,10000.0,1.0
76972,0,2,1.0,3.0,0.0,3.0,1,4,1.0,2.0,26,1,3.0,1.0,0,3.0,0,15.0,7000.0,1.0
76977,0,3,1.0,2.0,0.0,2.0,0,5,2.0,3.0,27,0,3.0,6.0,1,4.0,0,40.0,12000.0,1.0
76997,0,2,1.0,2.0,0.0,2.0,0,1,4.0,4.0,56,0,3.0,1.0,0,2.0,0,5.0,8000.0,1.0
76998,0,2,1.0,2.0,0.0,4.0,1,2,2.0,3.0,21,0,3.0,1.0,0,4.0,0,15.0,7500.0,1.0
77022,0,3,1.0,2.0,0.0,3.0,1,1,4.0,4.0,59,0,4.0,1.0,0,4.0,0,40.0,10000.0,1.0
77066,0,3,1.0,2.0,0.0,2.0,1,1,4.0,4.0,34,1,4.0,1.0,0,2.0,0,30.0,12000.0,1.0
77069,0,1,0.0,2.0,0.0,1.0,1,4,2.0,3.0,23,0,5.0,1.0,1,4.0,0,15.0,80000.0,2.0
77107,0,5,0.0,1.0,0.0,0.0,1,4,3.0,3.0,65,1,5.0,1.0,0,4.0,0,40.0,24000.0,2.0
77108,0,5,1.0,2.0,0.0,2.0,1,4,2.0,2.0,62,0,4.0,1.0,0,4.0,0,10.0,3500.0,3.0
77119,0,4,1.0,1.0,0.0,1.0,1,2,1.0,2.0,29,0,5.0,1.0,0,4.0,0,20.0,5000.0,3.0
77129,0,5,1.0,2.0,0.0,9.0,1,1,4.0,3.0,66,0,5.0,1.0,0,4.0,0,15.0,6000.0,2.0
77130,0,3,0.0,2.0,0.0,1.0,1,1,2.0,2.0,52,1,3.0,1.0,0,4.0,0,10.0,7000.0,3.0
77154,0,5,1.0,2.0,0.0,2.0,1,4,1.0,3.0,64,1,4.0,1.0,0,4.0,0,35.0,15000.0,3.0
77159,0,5,1.0,3.0,0.0,3.0,1,6,3.0,3.0,58,1,4.0,1.0,0,4.0,0,15.0,15000.0,1.0
77164,0,1,0.0,1.0,0.0,1.0,1,7,2.0,2.0,34,1,3.0,3.0,0,1.0,0,13.0,12000.0,1.0
77166,0,4,1.0,3.0,0.0,2.0,1,1,3.0,3.0,35,1,5.0,3.0,0,4.0,0,30.0,10000.0,1.0
77167,0,4,1.0,4.0,0.0,3.0,1,6,2.0,2.0,45,0,5.0,3.0,0,4.0,0,15.0,8000.0,2.0
77196,0,5,1.0,3.0,0.0,3.0,1,5,2.0,1.0,64,1,4.0,1.0,0,4.0,0,45.0,3500.0,1.0
77226,0,2,1.0,3.0,0.0,3.0,1,4,2.0,2.0,27,0,2.0,1.0,0,1.0,0,20.0,5000.0,3.0
